,smiles,alpha
83031,CC1C2NC=C(C=O)C12,82.24
83032,CN1C2CC=C(C=O)C12,80.11
83033,OC1C2CC=C(C=O)C12,76.37
83034,OC1C2NC=C(C=O)C12,75.33
83035,CC1C2CC=CC(=O)C12,81.79
83036,CC1C2CC=CC(=O)N12,77.55
83037,CC1C2N1CC=CC2=O,79.83
83038,CC1C2NC=CC(=O)C12,79.04
83039,CN1C2CC=CC(=O)C12,79.07
83040,OC1C2CC=CC(=O)C12,74.68
83041,OC1C2NC=CC(=O)C12,72.09
83042,CC1C2C(O)C=CCN12,79.42
83043,CC1C2CC=CC(C)C12,90.36
83044,CC1C2CC=CC(O)C12,82.75
83045,CC1C2OC=NC(C)C12,78.72
83046,CC1C=CCC2C(O)C12,83.2
83047,CC1N=COC2C(O)C12,71.53
83048,CN1C2CC=CC(O)C12,79.7
83049,OC1C2CC=CC(O)C12,75.37
83050,CC1C2CC=CC12C#C,88.19
83051,CC1C2CC=CC12C#N,82.19
83052,CC1C2NC=NC12C#C,80.05
83053,CC1C2NC=NC12C#N,74.22
83054,CC1C2OC=NC12C#C,75.5
83055,CC1C2OC=NC12C#N,69.89
83056,CC1N2CC=CC12C#C,84.49
83057,CC1N2CC=CC12C#N,78.56
83058,CN1C2CC=CC12C#C,84.85
83059,CN1C2CC=CC12C#N,78.83
83060,NC1C2NC=NC12C#C,76.69
83061,NC1C2NC=NC12C#N,71.1
83062,NC1C2OC=NC12C#C,72.25
83063,NC1C2OC=NC12C#N,66.93
83064,OC1C2CC=CC12C#C,80.78
83065,OC1C2CC=CC12C#N,74.99
83066,OC1C2NC=NC12C#C,72.82
83067,OC1C2NC=NC12C#N,66.82
83068,OC1C2OC=NC12C#C,68.31
83069,OC1C2OC=NC12C#N,63.0
83070,CC1C2CC=CC12C=O,82.26
83071,CC1C2NC=NC12C=O,74.02
83072,CC1C2OC=NC12C=O,69.55
83073,CC1N2CC=CC12C=O,78.33
83074,CN1C2CC=CC12C=O,78.47
83075,OC1C2CC=CC12C=O,75.07
83076,OC1C2NC=NC12C=O,67.03
83077,OC1C2OC=NC12C=O,62.65
83078,CC1C2CC=CC1C2=O,79.76
83079,CC1C2NC=NC1C2=O,72.39
83080,CC1C2OC=NC1C2=O,68.32
83081,CN1C2CC=CC1C2=O,77.56
83082,OC1C2CC=CC1C2=O,72.35
83083,OC1C2NC=NC1C2=O,65.0
83084,OC1C2OC=NC1C2=O,61.0
83085,CC1C2CC=CC1C2C,89.77
83086,CC1C2CC=CC1C2O,82.54
83087,CC1C2OC=NC1C2C,77.77
83088,CC1C2OC=NC1C2O,70.53
83089,CN1C2CC=CC1C2O,79.92
83090,OC1C2CC=CC1C2O,75.08
83091,OC1C2OC=NC1C2O,63.17
83092,CC1C2CC=CC1C=C2,86.02
83093,CC1C2OC=NC1C=C2,74.08
83094,OC1C2CC=CC1C=C2,78.86
83095,OC1C2OC=NC1C=C2,67.02
83096,CC1C2CC=CC2C1=O,80.22
83097,CC1C2CC=CN2C1=O,77.25
83098,CC1C2CN=CN2C1=O,72.89
83099,CC1C2OC=NC2C1=O,68.6
83100,CC1N2CC=CC2C1=O,76.81
83101,CN1C2CC=CC2C1=O,78.17
83102,NC1C2CN=CN2C1=N,74.07
83103,OC1C2CC=CC2C1=O,73.13
83104,OC1C2CC=CN2C1=N,74.63
83105,OC1C2CC=CN2C1=O,70.16
83106,OC1C2CN=CN2C1=N,70.72
83107,OC1C2CN=CN2C1=O,66.12
83108,OC1C2NC=NC2C1=O,65.47
83109,OC1C2OC=NC2C1=O,61.57
83110,CC1C2CC=CC=CC12,90.55
83111,OC1C2CC=CC=CC12,83.4
83112,CC12CC=CCC1C2O,83.24
83113,CC12CN=COC1C2O,71.32
83114,CC12OC=NCC1C2O,71.61
83115,CC1C2CC=CCC12C,90.4
83116,CC1C2CC=CCC12O,83.07
83117,CC1C2CN=COC12C,78.99
83118,CC1C2OC=NCC12C,78.65
83119,CC1C2OC=NCC12O,71.33
83120,OC1C2CC=CCC12O,75.88
83121,OC1C2OC=NCC12O,64.21
83122,CC12C(O)C1CCC2=O,75.34
83123,CC12C(O)C1CNC2=O,72.07
83124,CC12C(O)C1COC2=N,72.83
83125,CC12C(O)C1COC2=O,67.73
83126,CC12C(O)C1NCC2=O,71.7
83127,CC12C(O)C1OCC2=O,68.25
83128,CC1C2CCC(=O)C12C,82.45
83129,CC1C2CCC(=O)C12O,75.86
83130,CC1C2CNC(=O)C12C,79.09
83131,CC1C2CNC(=O)C12O,72.0
83132,CC1C2COC(=N)C12C,80.22
83133,CC1C2COC(=N)C12O,73.25
83134,CC1C2COC(=O)C12C,75.04
83135,CC1C2COC(=O)C12N,71.42
83136,CC1C2COC(=O)C12O,68.06
83137,CC1C2NCC(=O)C12O,72.36
83138,CC1C2OCC(=O)C12C,75.65
83139,CC1C2OCC(=O)C12O,69.05
83140,CC1N2CCC(=O)C12C,79.03
83141,CN1C2CCC(=O)C12C,79.68
83142,CN1C2CNC(=O)C12C,76.09
83143,CN1C2COC(=N)C12C,77.29
83144,CN1C2COC(=O)C12C,72.09
83145,NC12C(O)C1COC2=O,64.1
83146,OC1C2CCC(=O)C12O,68.69
83147,OC1C2CNC(=O)C12O,64.72
83148,OC1C2COC(=N)C12O,65.75
83149,OC1C2COC(=O)C12O,60.91
83150,OC1C2NCC(=O)C12O,64.87
83151,OC1C2OCC(=O)C12O,61.51
83152,CC1C2CC(=O)CCN12,78.17
83153,CC1C2CC(=O)CNC12,79.18
83154,CC1C2CC(=O)COC12,75.24
83155,CC1C2CCC(=N)OC12,80.07
83156,CC1C2CCC(=O)CC12,81.29
83157,CC1C2CCC(=O)CN12,78.11
83158,CC1C2CCC(=O)NC12,79.09
83159,CC1C2CCC(=O)OC12,75.0
83160,CC1C2CNC(=O)CC12,78.47
83161,CC1C2CNC(=O)CN12,75.33
83162,CC1C2CNC(=O)NC12,75.43
83163,CC1C2CNC(=O)OC12,71.61
83164,CC1C2COC(=N)CC12,79.93
83165,CC1C2COC(=N)CN12,76.63
83166,CC1C2COC(=N)OC12,73.23
83167,CC1C2COC(=O)CC12,74.88
83168,CC1C2COC(=O)CN12,71.51
83169,CC1C2COC(=O)NC12,71.84
83170,CC1C2COC(=O)OC12,68.03
83171,CC1C2NC(=O)COC12,72.41
83172,CC1C2NCC(=N)OC12,77.2
83173,CC1C2NCC(=O)NC12,76.23
83174,CC1C2NCC(=O)OC12,72.18
83175,CC1C2OCC(=N)OC12,73.48
83176,CC1C2OCC(=O)OC12,68.42
83177,CN1C2CCC(=O)CC12,78.14
83178,CN1C2CNC(=O)CC12,75.53
83179,CN1C2COC(=N)CC12,76.85
83180,CN1C2COC(=O)CC12,71.8
83181,OC1C2CC(=O)CNC12,71.45
83182,OC1C2CC(=O)COC12,67.68
83183,OC1C2CCC(=N)OC12,72.56
83184,OC1C2CCC(=O)CC12,74.24
83185,OC1C2CCC(=O)NC12,71.62
83186,OC1C2CCC(=O)OC12,67.52
83187,OC1C2CNC(=O)CC12,71.36
83188,OC1C2CNC(=O)NC12,68.15
83189,OC1C2CNC(=O)OC12,64.11
83190,OC1C2COC(=N)CC12,72.36
83191,OC1C2COC(=N)OC12,65.65
83192,OC1C2COC(=O)CC12,67.54
83193,OC1C2COC(=O)NC12,64.44
83194,OC1C2COC(=O)OC12,60.62
83195,OC1C2NC(=O)COC12,64.91
83196,OC1C2NCC(=N)OC12,69.74
83197,OC1C2NCC(=O)NC12,68.65
83198,OC1C2NCC(=O)OC12,64.74
83199,OC1C2OCC(=N)OC12,66.11
83200,OC1C2OCC(=O)OC12,61.07
83201,CC1C2C(CCN12)C#N,78.98
83202,CC1C2CCC(C#C)C12,87.19
83203,CC1C2CCC(C#C)N12,83.78
83204,CC1C2CCC(C#N)C12,81.9
83205,CC1C2CCC(C#N)N12,78.48
83206,CC1C2CNC(C#N)C12,79.0
83207,CC1C2COC(C#C)C12,80.52
83208,CC1C2COC(C#N)C12,75.24
83209,CC1C2OCC(C#C)C12,79.77
83210,CC1C2OCC(C#N)C12,74.64
83211,CN1C2CCC(C#N)C12,78.85
83212,CN1C2CNC(C#N)C12,75.88
83213,CN1C2COC(C#C)C12,77.42
83214,CN1C2COC(C#N)C12,72.21
83215,OC1C2CCC(C#C)C12,80.03
83216,OC1C2CCC(C#N)C12,74.71
83217,OC1C2CNC(C#N)C12,71.8
83218,OC1C2COC(C#C)C12,73.31
83219,OC1C2COC(C#N)C12,68.1
83220,OC1C2OCC(C#C)C12,72.58
83221,OC1C2OCC(C#N)C12,67.57
83222,CC1(C)CCC2C(O)C12,84.31
83223,CC1(C)COC2C(O)C12,76.8
83224,CC1(C)OCC2C(O)C12,77.06
83225,CC1(O)CCC2C(O)C12,77.41
83226,CC1(O)COC2C(O)C12,69.85
83227,CC1C2CCC(C)(C)C12,91.56
83228,CC1C2CCC(C)(O)C12,84.6
83229,CC1C2COC(C)(C)C12,84.79
83230,CC1C2N1CCC2(C)C,87.94
83231,CC1C2N1CCC2(C)O,81.02
83232,CC1C2OCC(C)(C)C12,84.44
83233,CC1C2OCC(C)(O)C12,77.53
83234,CN1C2CCC(C)(C)C12,88.38
83235,CN1C2CCC(C)(O)C12,81.44
83236,CN1C2COC(C)(C)C12,81.56
83237,CC1=CC2C(O)C2CC1,84.78
83238,CC1=CC2C(O)C2OC1,77.89
83239,CC1=NC2C(O)C2CO1,73.09
83240,CC1C2CCC(C)=CC12,92.31
83241,CC1C2COC(C)=NC12,80.3
83242,CC1C2OCC(C)=CC12,85.52
83243,NC1=NC2C(O)C2CO1,69.38
83244,NC1=NC2C(O)C2OC1,70.76
83245,NC1C2OCC(N)=NC12,73.78
83246,CC12C(O)C1CCC2O,77.27
83247,CC12C(O)C1OCC2O,69.93
83248,CC1C2CCC(C)C12C,92.03
83249,CC1C2CCC(C)C12O,84.62
83250,CC1C2CCC(O)C12C,85.08
83251,CC1C2CCC(O)C12O,77.27
83252,CC1C2COC(C)C12C,85.31
83253,CC1C2COC(C)C12O,77.95
83254,CC1C2OCC(C)C12C,84.72
83255,CC1C2OCC(C)C12O,77.47
83256,CC1C2OCC(O)C12C,78.26
83257,CC1C2OCC(O)C12O,70.2
83258,CC1CCC2C(O)C12C,84.84
83259,CC1CCC2C(O)C12O,77.48
83260,CC1COC2C(O)C12C,77.08
83261,CC1COC2C(O)C12O,69.87
83262,CC1N2CCC(O)C12C,81.45
83263,CC1OCC2C(O)C12C,77.63
83264,CC1OCC2C(O)C12O,70.23
83265,CC1OCC2N(C)C12C,82.15
83266,CN1C2CCC(O)C12C,81.82
83267,OC1C2CCC(O)C12O,69.86
83268,OC1C2OCC(O)C12O,63.03
83269,CC1C2CC(C)COC12,85.56
83270,CC1C2CC(O)CCN12,81.78
83271,CC1C2CC(O)COC12,77.74
83272,CC1C2CCC(C)CC12,91.96
83273,CC1C2CCC(C)OC12,85.43
83274,CC1C2CCC(O)CC12,84.66
83275,CC1C2CCC(O)CN12,81.43
83276,CC1C2COC(C)CC12,85.22
83277,CC1C2COC(C)CN12,82.03
83278,CC1C2COC(C)OC12,78.4
83279,CC1C2OCC(C)OC12,78.54
83280,CC1CC2C(CO1)N2C,82.07
83281,CC1CC2C(O)C2CO1,77.56
83282,CC1CCC2C(O)C2C1,84.6
83283,CC1CCC2C(O)C2O1,77.82
83284,CC1COC2C(O)C2C1,77.79
83285,CC1COC2C(O)C2O1,70.88
83286,CC1OCC2C(O)C2O1,70.9
83287,CN1C2CCC(O)CC12,81.5
83288,OC1C2CC(O)COC12,70.5
83289,OC1C2CCC(O)CC12,77.48
83290,CC1C2CC(CO2)C1=O,73.96
83291,CC1C2CCC(C2)C1=O,80.8
83292,CC1C2CCC(O2)C1=O,73.42
83293,CC1C2COC(C2)C1=O,74.25
83294,CC1C2COC(O2)C1=O,66.8
83295,CC1C2OCC(O2)C1=O,66.47
83296,CC1N2CCC(C2)C1=O,77.16
83297,CN1C2CCC(C2)C1=O,78.38
83298,CN1C2COC(C2)C1=O,71.67
83299,OC1C2CC(CO2)C1=O,66.94
83300,OC1C2CCC(C2)C1=O,73.66
83301,OC1C2CCC(N2)C1=O,70.35
83302,OC1C2CCC(O2)C1=O,66.42
83303,OC1C2COC(C2)C1=O,67.21
83304,OC1C2COC(O2)C1=O,59.86
83305,OC1C2OCC(O2)C1=O,59.6
83306,CC1C2C(CCN12)C=O,79.11
83307,CC1C2CCC(C=O)C12,81.56
83308,CC1C2CCC(C=O)N12,77.94
83309,CC1C2CCN(C=O)C12,80.09
83310,CC1C2COC(C=O)C12,75.27
83311,CC1C2OCC(C=O)C12,74.42
83312,CN1C2CCC(C=O)C12,79.65
83313,CN1C2COC(C=O)C12,72.26
83314,OC1C2CCC(C=O)C12,74.54
83315,OC1C2CCN(C=O)C12,73.32
83316,OC1C2COC(C=O)C12,68.01
83317,OC1C2OCC(C=O)C12,67.17
83318,CC12CCC(C1O)C2=O,74.45
83319,CC12COC(C1O)C2=O,67.62
83320,CC12OCC(C1O)C2=O,68.34
83321,CC1C2CCC1(C)C2=O,81.98
83322,CC1C2CCC1(O)C2=O,74.78
83323,CC1C2COC1(C)C2=O,75.41
83324,CC1C2OCC1(C)C2=O,75.15
83325,CC1C2OCC1(O)C2=O,68.04
83326,CN1C2CCC1(C)C2=O,79.42
83327,OC1C2CCC1(O)C2=O,67.37
83328,OC1C2NCC1(O)C2=O,63.94
83329,OC1C2OCC1(O)C2=O,60.47
83330,CC12CCC(C1O)C2O,77.72
83331,CC12COC(C1O)C2O,70.19
83332,CC12OCC(C1O)C2O,71.07
83333,CC1C2CCC1(C)C2C,92.12
83334,CC1C2CCC1(C)C2O,84.88
83335,CC1C2CCC1(O)C2C,84.86
83336,CC1C2CCC1(O)C2O,77.37
83337,CC1C2COC1(C)C2C,85.2
83338,CC1C2COC1(C)C2O,78.05
83339,CC1C2OCC1(C)C2C,84.93
83340,CC1C2OCC1(C)C2O,77.72
83341,CC1C2OCC1(O)C2C,77.76
83342,CC1C2OCC1(O)C2O,70.35
83343,OC1C2CCC1(O)C2O,69.76
83344,OC1C2OCC1(O)C2O,62.78
83345,CC12CCC(C=C1)C2O,81.59
83346,CC12COC(C=C1)C2O,74.52
83347,CC12OCC(C=C1)C2O,74.82
83348,CC1C2CCC1(C)C=C2,88.71
83349,CC1C2CCC1(O)C=C2,81.27
83350,CC1C2COC1(C)C=C2,81.82
83351,CC1C2OCC1(C)C=C2,81.55
83352,CC1C2OCC1(O)C=C2,74.28
83353,OC1C2CCC1(O)C=C2,74.13
83354,OC1C2OCC1(O)C=C2,67.28
83355,CC12CCC(CC1)C2O,83.18
83356,CC12CCC(CO1)C2O,76.51
83357,CC12CCC(OC1)C2O,76.29
83358,CC12COC(CO1)C2O,70.11
83359,CC12COC(OC1)C2O,69.04
83360,CC12OCC(CO1)C2O,69.51
83361,CC1C2CCC1(C)CC2,90.61
83362,CC1C2CCC1(C)CO2,83.61
83363,CC1C2CCC1(C)OC2,83.88
83364,CC1C2CCC1(O)CC2,83.31
83365,CC1C2CCC1(O)CO2,76.4
83366,CC1C2COC1(C)CO2,76.9
83367,CC1C2COC1(C)OC2,76.83
83368,CC1C2OCC1(C)CO2,76.32
83369,CC1C2OCC1(O)CO2,69.24
83370,OC1C2CCC1(O)CC2,76.06
83371,OC1C2CCC1(O)CO2,69.23
83372,OC1C2OCC1(O)CO2,61.8
83373,CC1C2CCC11CCC21,89.06
83374,CC1C2CCC11COC21,81.5
83375,CC1C2CCC11OCC21,81.29
83376,CC1C2COC11CCC21,81.87
83377,CC1C2COC11COC21,74.43
83378,CC1C2OCC11CCC21,81.89
83379,CC1C2OCC11COC21,74.46
83380,CC1C2OCC11OCC21,74.31
83381,CC1N2CCC11OCC21,77.63
83382,CN1C2CCC11COC21,78.68
83383,OC1C2CCC11CCC21,81.48
83384,OC1C2CCC11CCN21,78.66
83385,OC1C2CCC11COC21,74.27
83386,OC1C2CCC11OCC21,74.05
83387,OC1C2COC11CCC21,74.8
83388,OC1C2COC11COC21,67.37
83389,OC1C2OCC11CCC21,74.37
83390,OC1C2OCC11COC21,67.05
83391,OC1C2OCC11OCC21,66.72
83392,CC(=O)C12CCC1C2O,76.88
83393,CC(=O)C12COC1C2O,69.63
83394,CC(=O)C12OCC1C2O,69.7
83395,CC1C2CCC12C(C)=O,84.36
83396,CC1C2CCC12C(N)=O,80.32
83397,CC1C2C[NH2+]C12C([O-])=O,72.59
83398,CC1C2COC12C(C)=O,77.4
83399,CC1C2COC12C(N)=O,73.21
83400,CC1C2[NH2+]CC12C([O-])=O,73.45
83401,CC1C2OCC12C(C)=O,77.09
83402,CC1C2OCC12C(N)=O,73.0
83403,CC1N2CCC12C(C)=O,80.6
83404,CC1N2CCC12C(N)=O,75.99
83405,CN1C2CCC12C(C)=O,80.8
83406,CN1C2CCC12C(N)=O,76.73
83407,NC(=O)C12CCC1C2O,72.9
83408,NC(=O)C12COC1C2O,65.52
83409,NC(=O)C12OCC1C2O,65.54
83410,[NH3+]C1C2CCC12C([O-])=O,74.14
83411,NC1C2C[NH2+]C12C([O-])=O,69.02
83412,[NH3+]C1C2COC12C([O-])=O,65.25
83413,NC1C2[NH2+]CC12C([O-])=O,69.59
83414,[NH3+]C1C2OCC12C([O-])=O,65.99
83415,OC1C2C[NH2+]C12C([O-])=O,65.45
83416,OC1C2[NH2+]CC12C([O-])=O,65.73
83417,CC1C2CCC12C1CC1,90.25
83418,CC1C2CCC12C1CO1,82.91
83419,CC1C2CCC12N1CC1,86.71
83420,CC1C2COC12C1CC1,83.35
83421,CC1C2COC12C1CN1,79.65
83422,CC1C2COC12C1CO1,75.71
83423,CC1C2OCC12C1CC1,82.77
83424,CC1C2OCC12C1CO1,75.44
83425,CC1C2OCC12N1CC1,79.29
83426,CC1N2CCC12C1CN1,82.89
83427,CC1N2CCC12C1CO1,79.13
83428,CN1C2CCC12C1CN1,83.14
83429,CN1C2CCC12C1CO1,79.91
83430,OC1C2CCC12C1CC1,82.96
83431,OC1C2CCC12C1CN1,79.35
83432,OC1C2CCC12C1CO1,75.75
83433,OC1C2CCC12N1CC1,79.27
83434,OC1C2COC12C1CC1,75.51
83435,OC1C2COC12C1CN1,71.86
83436,OC1C2COC12C1CO1,68.21
83437,OC1C2OCC12C1CC1,75.07
83438,OC1C2OCC12C1CN1,71.33
83439,OC1C2OCC12C1CO1,67.94
83440,OC1C2OCC12N1CC1,71.7
83441,CC1C2CCC12CC#C,88.11
83442,CC1C2CCC12CC#N,83.16
83443,CC1C2COC12CC#C,80.59
83444,CC1C2COC12CC#N,76.12
83445,CC1C2OCC12CC#C,80.55
83446,CC1C2OCC12CC#N,75.76
83447,CC1N2CCC12CC#N,79.36
83448,CN1C2CCC12CC#N,79.92
83449,OC1C2CCC12CC#C,81.15
83450,OC1C2CCC12CC#N,75.92
83451,OC1C2CNC12CC#N,72.36
83452,OC1C2COC12CC#C,72.88
83453,OC1C2COC12CC#N,68.12
83454,OC1C2OCC12CC#C,73.19
83455,OC1C2OCC12CC#N,68.41
83456,CC1C2CCC12CC=O,83.73
83457,CC1C2CCC12NC=O,80.67
83458,CC1C2CCC12OC=N,81.9
83459,CC1C2CCC12OC=O,76.86
83460,CC1C2COC12CC=O,76.33
83461,CC1C2OCC12CC=O,76.36
83462,CC1C2OCC12NC=O,73.14
83463,CC1C2OCC12OC=N,74.43
83464,CC1C2OCC12OC=O,69.52
83465,CC1N2CCC12CC=O,79.72
83466,CN1C2CCC12CC=O,80.49
83467,OC1C2CCC12CC=O,76.52
83468,OC1C2CCC12NC=O,73.26
83469,OC1C2CCC12OC=N,74.74
83470,OC1C2CCC12OC=O,69.78
83471,OC1C2COC12CC=O,68.86
83472,OC1C2NCC12OC=N,70.71
83473,OC1C2NCC12OC=O,65.81
83474,OC1C2OCC12CC=O,68.75
83475,OC1C2OCC12NC=O,65.39
83476,OC1C2OCC12OC=N,66.91
83477,OC1C2OCC12OC=O,62.09
83478,CC1C2CC(=O)C1CO2,73.89
83479,CC1C2CCC1C(=N)O2,79.05
83480,CC1C2CCC1C(=O)C2,80.97
83481,CC1C2CCC1C(=O)N2,77.63
83482,CC1C2CCC1C(=O)O2,73.68
83483,CC1C2CCN1CC2=O,77.3
83484,CC1C2CNC1C(=N)O2,76.05
83485,CC1C2CNC1C(=O)O2,70.68
83486,CC1C2COC1C(=N)O2,72.53
83487,CC1C2COC1C(=O)C2,74.46
83488,CC1C2COC1C(=O)N2,71.11
83489,CC1C2COC1C(=O)O2,67.13
83490,CC1C2OCC1C(=N)O2,71.81
83491,CC1C2OCC1C(=O)O2,66.53
83492,CN1C2CCC1C(=O)C2,77.71
83493,OC1C2CC(=O)C1CO2,66.87
83494,OC1C2CCC1C(=N)O2,72.07
83495,OC1C2CCC1C(=O)C2,73.55
83496,OC1C2CCC1C(=O)N2,70.82
83497,OC1C2CCC1C(=O)O2,66.86
83498,OC1C2CNC1C(=N)O2,68.63
83499,OC1C2CNC1C(=O)O2,63.37
83500,OC1C2COC1C(=N)N2,69.13
83501,OC1C2COC1C(=N)O2,65.16
83502,OC1C2COC1C(=O)C2,66.98
83503,OC1C2COC1C(=O)N2,63.83
83504,OC1C2COC1C(=O)O2,59.9
83505,OC1C2OCC1C(=N)O2,64.53
83506,OC1C2OCC1C(=O)O2,59.39
83507,CC1=CC2CCC1C2O,82.67
83508,CC1=CC2COC1C2O,75.84
83509,CC1=CC2OCC1C2O,75.55
83510,CC1C2CCC1C(C)=C2,90.15
83511,CC1C2COC1C(C)=C2,83.25
83512,CC1C2OCC1C(C)=C2,82.98
83513,NC1=NC2COC1C2O,68.59
83514,CC1C2CCC1C1CC21,87.26
83515,CC1C2CCC1C1OC21,79.51
83516,CC1C2COC1C1CC21,80.21
83517,CC1C2COC1C1NC21,76.67
83518,CC1C2COC1C1OC21,72.48
83519,CC1C2OCC1N1CC21,76.95
83520,CN1C2CCC1C1NC21,81.14
83521,CN1C2CCC1C1OC21,76.96
83522,OC1C2CCC1C1CC21,79.7
83523,OC1C2CCC1C1NC21,76.45
83524,OC1C2CCC1C1OC21,72.32
83525,OC1C2CCC1N1CC21,76.36
83526,OC1C2COC1C1CC21,72.64
83527,OC1C2COC1C1NC21,69.07
83528,OC1C2COC1C1OC21,65.02
83529,OC1C2OCC1N1CC21,69.29
83530,CC1(C)C2CCC1C2O,84.94
83531,CC1(C)C2COC1C2O,77.8
83532,CC1(O)C2CCC1C2O,77.38
83533,CC1(O)C2COC1C2O,70.33
83534,CC1C2CCC1C2(C)C,92.05
83535,CC1C2CCC1C2(C)O,84.9
83536,CC1C2COC1C2(C)C,84.98
83537,CC1C2COC1C2(C)O,77.4
83538,CC1C2CCC1C21CC1,89.63
83539,CC1C2CCC1C21CO1,81.91
83540,CC1C2COC1C21CC1,82.74
83541,CC1C2COC1C21CN1,78.95
83542,CC1C2COC1C21CO1,75.02
83543,CN1C2CCC1C21CN1,82.55
83544,CN1C2CCC1C21CO1,78.74
83545,OC1C2CCC1C21CC1,81.8
83546,OC1C2CCC1C21CN1,78.01
83547,OC1C2CCC1C21CO1,74.17
83548,OC1C2COC1C21CC1,74.91
83549,OC1C2COC1C21CN1,71.19
83550,OC1C2COC1C21CO1,67.33
83551,CC1C2CCC1C2C#C,88.8
83552,CC1C2CCC1C2C#N,83.14
83553,CC1C2CCN1C2C#N,79.58
83554,CC1C2COC1C2C#C,81.75
83555,CC1C2COC1C2C#N,76.26
83556,N#CC1C2CCC1N2C,79.47
83557,OC1C2CCC1C2C#C,81.06
83558,OC1C2CCC1C2C#N,75.97
83559,OC1C2COC1C2C#C,73.92
83560,OC1C2COC1C2C#N,68.61
83561,CC1C2CCC1C2C=O,82.69
83562,CC1C2CCC1N2C=O,80.95
83563,CC1C2COC1C2C=O,75.94
83564,OC1C2CCC1C2C=O,75.1
83565,OC1C2CCC1N2C=O,73.82
83566,OC1C2COC1C2C=O,68.39
83567,CC1C2CC=CC1CO2,81.84
83568,CC1C2CCC1C=CC2,88.74
83569,CC1C2CCC1N=CO2,76.96
83570,CC1C2COC1C=CC2,81.55
83571,CC1C2OCC1N=CO2,69.89
83572,OC1C2CC=CC1CO2,74.57
83573,OC1C2CCC1C=CC2,81.38
83574,OC1C2CCC1N=CO2,70.07
83575,OC1C2COC1C=CC2,74.19
83576,OC1C2OCC1N=CO2,63.02
83577,CC1C2CCC1CCC2,90.24
83578,CC1C2CCC1COC2,83.64
83579,CC1C2CCC1OCC2,83.33
83580,CC1C2CCC1OCO2,76.1
83581,CC1C2COC1CCC2,83.51
83582,CC1C2CCOC1CO2,76.44
83583,CC1C2COC1COC2,76.89
83584,CC1C2COC1OCC2,76.3
83585,OC1C2CCC1CCC2,82.78
83586,OC1C2CCC1COC2,76.21
83587,OC1C2CCC1OCC2,76.29
83588,OC1C2CCC1OCO2,69.07
83589,OC1C2COC1CCC2,76.03
83590,OC1C2CCOC1CO2,69.02
83591,OC1C2COC1COC2,69.45
83592,OC1C2COC1OCC2,68.89
83593,CC12CCC1C(O)C2=O,75.29
83594,CC12COC1C(O)C2=O,68.1
83595,CC12OCC1C(O)C2=O,68.61
83596,CC1C2CCC2(C)C1=O,82.77
83597,CC1C2CCC2(O)C1=O,76.13
83598,CC1C2COC2(C)C1=O,75.88
83599,CC1C2OCC2(C)C1=O,75.51
83600,CC1C2OCC2(O)C1=O,68.83
83601,CC1N2CCC2(C)C1=O,79.43
83602,CN1C2CCC2(C)C1=O,80.52
83603,CN1C2CCC2(O)C1=O,73.36
83604,CN1C2COC2(C)C1=N,78.47
83605,CN1C2COC2(C)C1=O,73.7
83606,OC1C2CCC2(O)C1=O,69.24
83607,OC1C2NCC2(O)C1=O,65.68
83608,OC1C2OCC2(O)C1=O,61.79
83609,CC1C2CCC22CCC12,89.32
83610,CC1C2CCC22COC12,82.15
83611,CC1C2CCC22OCC12,81.94
83612,CC1C2COC22COC12,74.81
83613,CC1C2OCC22CCN12,78.35
83614,CC1C2OCC22COC12,74.94
83615,CN1C2CCC22OCC12,79.46
83616,OC1C2CCC22CCC12,82.15
83617,OC1C2CCC22COC12,74.59
83618,OC1C2CCC22OCC12,74.79
83619,OC1C2COC22COC12,67.28
83620,OC1C2OCC22COC12,67.83
83621,CC1C2CCC2=CC1=O,83.38
83622,CC1C2CNC2=CC1=O,80.26
83623,CC1C2OCC2=CC1=O,75.6
83624,CN1C2CCC2=CC1=O,80.67
83625,CN1C2CNC2=CC1=O,77.12
83626,OC1C2CCC2=CC1=O,76.76
83627,OC1C2CNC2=CC1=O,73.79
83628,OC1C2OCC2=CC1=O,69.15
83629,CC1(C)C(O)C2CCC12,84.27
83630,CC1(C)C(O)C2COC12,77.7
83631,CC1(C)C(O)C2OCC12,77.23
83632,CC1(O)C(O)C2CCC12,77.44
83633,CC1(O)C(O)C2COC12,70.1
83634,CC1(O)C(O)C2OCC12,70.12
83635,CC1C2CCC2C1(C)C,91.6
83636,CC1C2CCC2C1(C)O,84.47
83637,CC1C2COC2C1(C)C,84.55
83638,CC1C2COC2C1(C)O,77.42
83639,CC1C2OCC2C1(C)C,84.63
83640,CC1C2OCC2C1(C)O,77.52
83641,CN1C2COC2C1(C)C,82.39
83642,CC1C2CCC2C11CC1,88.9
83643,CC1C2CCC2C11CO1,81.43
83644,CC1C2COC2C11CC1,82.02
83645,CC1C2COC2C11CN1,78.3
83646,CC1C2COC2C11CO1,74.41
83647,CC1C2OCC2C11CC1,81.94
83648,CC1C2OCC2C11CO1,74.52
83649,CC1N2CCC2C11CO1,77.95
83650,CN1C2COC2C11CC1,79.81
83651,OC1C2CCC2C11CC1,81.69
83652,OC1C2CCC2C11CN1,78.06
83653,OC1C2CCC2C11CO1,74.19
83654,OC1C2CCN2C11CC1,78.7
