,BCCvolume_pa_min_value,BCCefflatcnt_min_value,GSestBCClatcnt_min_value,GSvolume_pa_min_value,AtomicVolume_arithmetic_average,GSestFCClatcnt_min_value,HeatVaporization_arithmetic_average,CovalentRadius_min_value,CovalentRadii_min_value,BoilingT_arithmetic_average,GSenergy_pa_composition_average,IsSimpleCubic_composition_average,n_ws^third_arithmetic_average,HeatVaporization_composition_average,AtomicVolume_composition_average,IsNonmetal_composition_average,IonicRadii_difference,AtomicVolume_difference,IonicRadii_min_value,IsPnictide_composition_average,Density_composition_average,GSbandgap_composition_average,AtomicRadii_composition_average,ThermalExpansionCoefficient_min_value,IsMetal_composition_average,target
1144,16.73,6.444738612999999,3.220442052,16.7,53.87062801674404,4.0575027310000005,139.49666666666667,120.0,1.16,1677.0,-2.904214685,0.0,0.7066666666666667,182.2783333333333,37.11913598483678,0.3333333333333333,1.24,100.50895219144353,0.5,0.0,11569.5,0.2663333333333333,1.6326666666666665,14.2,0.6666666666666666,2551.585576454439
1145,10.73,5.557846758999999,2.778923379,10.73,19.990307131216067,3.501224062,369.19,132.0,1.17,3337.0,-7.498722743333331,0.0,1.5566666666666666,369.19,19.990307131216067,0.0,0.21,18.4140584742468,0.55,0.3333333333333333,7713.666666666666,0.0,1.42,7.3,1.0,2551.585576454439
1146,8.43,5.128407411,2.687689729,9.7075,6231.35028550973,3.386276865,123.6566,57.0,0.72,1302.96,-1.80385091677,0.625,0.6799999999999999,57.618625,11647.041623815832,0.625,0.97,18585.01414281109,0.54,0.0,552.56,1.23125,1.21625,23.1,0.375,726.5857213627112
1147,6.98,4.815689402,3.091182017,14.76875,6221.819471518038,3.894645292,188.2976,71.0,0.75,1764.0700000000004,-6.470230785,0.0,1.3366666666666664,141.9214,9314.48934529323,0.5,1.1,18574.86264946,0.61,0.5,1784.8755,3.2185,1.3595000000000002,8.6,0.5,726.5857213627112
1148,7.8,4.99733191,2.508239481,7.89,17.12206675750103,3.160183721,158.83333333333331,96.0,0.9,1748.3333333333337,-3.425271573333333,0.0,1.3633333333333333,158.83333333333331,17.12206675750103,0.0,0.31,13.625789281728208,0.45,0.3333333333333333,2703.333333333333,0.0,1.3533333333333335,11.3,1.0,226.58576106360744
1149,19.01,6.725130247,3.539684396,22.175,29.294482045092103,4.459722881,104.89,119.0,1.2,1335.6666666666663,-2.866930483,0.0,1.1733333333333331,94.934,26.5659409936162,0.0,0.42,21.2132215652936,0.58,0.4,3296.0,0.0,1.59,15.4,1.0,226.58576106360744
1150,22.88,7.153611229,3.577326635,22.89,32.1169679472958,4.50714913,116.74666666666668,139.0,1.36,1660.0,-2.653519773,0.0,1.1133333333333333,109.162,29.952924076260643,0.0,0.28,19.714894206844896,0.72,0.4,3684.0,0.0,1.67,11.0,1.0,456.97355178318014
1151,22.88,7.153611229,3.577326635,22.89,36.24561577197407,4.50714913,110.82333333333332,139.0,1.36,1626.0,-2.60041658,0.0,1.09,105.608,32.4301127710676,0.0,0.54,32.100837680879714,0.72,0.4,3900.0,0.0,1.706,11.0,1.0,456.97355178318014
1152,22.88,7.153611229,3.577326635,22.89,39.460999404703664,4.50714913,111.92333333333332,139.0,1.36,1788.666666666667,-2.648558312,0.0,1.0799999999999998,106.268,34.359342950705354,0.0,0.7,41.7469885790685,0.72,0.4,4076.0,0.0,1.7200000000000002,11.0,1.0,598.5857315261405
1153,14.16,6.096226278,3.033694224,13.96,28.785664284638436,3.822215211,94.12333333333332,107.0,1.06,1163.5,-3.0458694960000003,0.0,1.2933333333333332,82.014,25.9553596810718,0.4,0.83,27.7315035676691,0.17,0.4,3895.2,0.65,1.4388,22.3,0.6000000000000001,598.5857315261405
1154,14.16,6.096226278,3.390921571,19.495,30.910444858302604,4.272293466,88.98,107.0,1.06,1116.8333333333333,-2.8747392200000004,0.0,1.2666666666666666,75.842,28.5050963694688,0.4,0.83,21.357161846676604,0.17,0.4,4499.2,0.65,1.5016,22.3,0.6000000000000001,763.4585635073801
1155,14.16,6.096226278,3.033694224,13.96,26.62227892481736,3.822215211,100.79,119.0,1.2,1274.6666666666663,-2.746021525,0.0,1.2233333333333334,90.014,23.35929724928652,0.0,0.42,27.7315035676691,0.58,0.4,5456.8,0.0,1.4828,15.4,1.0,763.4585635073801
1156,7.8,4.99733191,2.508239481,7.89,19.94455265970473,3.160183721,170.69,96.0,0.9,2072.666666666667,-3.247429315,0.0,1.3033333333333332,170.69,19.94455265970473,0.0,0.31,22.09324698833931,0.45,0.3333333333333333,3026.666666666667,0.0,1.4200000000000002,11.0,1.0,204.58576281044685
1157,8.43,5.128407411,2.687689729,9.7075,6230.887371915494,3.386276865,65.1566,57.0,0.72,765.6266666666667,-1.46104616738,0.5714285714285714,0.6566666666666667,40.31131428571429,10653.33366891648,0.5714285714285714,0.77,18586.4028835938,0.74,0.0,1265.5405714285714,1.1257142857142857,1.2731428571428574,30.2,0.4285714285714285,204.58576281044685
1158,7.33,4.894871769,2.630893787,9.105,6212.0939858767015,3.314718462,306.6153000000001,66.0,0.73,2484.0333333333333,-5.297881851666666,0.6666666666666666,0.9366666666666664,155.0131,12402.145576183051,0.6666666666666666,0.7599999999999999,18574.195033509084,0.64,0.0,2647.619333333333,0.0,1.0015,7.3,0.3333333333333333,477.5857411337574
1159,6.6,4.726663002,2.242692341,5.64,6207.622704804656,2.825615289,288.2976,71.0,0.75,1997.4033333333327,-5.874473978999999,0.0,1.4666666666666666,202.95712,7447.382227822529,0.6000000000000001,1.55,18583.673876903507,0.16,0.4,666.5004,3.474,1.17,1.0,0.4,477.5857411337574
1160,10.73,5.557846758999999,2.778923379,10.73,22.99999898709366,3.501224062,330.2100000000001,132.0,1.17,3025.666666666667,-6.657581807223334,0.0,1.06,330.2100000000001,22.99999898709366,0.0,0.4199999999999999,22.179323753004898,0.55,0.0,6875.0,0.1546666666666666,1.4803333333333333,5.7,0.6666666666666666,229.585760825402
1161,10.73,5.557846758999999,2.778923379,10.73,21.123456950298525,3.501224062,275.11,132.0,1.17,2651.666666666667,-6.400671328890001,0.0,1.096666666666667,275.11,21.123456950298525,0.0,0.4199999999999999,22.179323753004898,0.55,0.0,6206.999999999999,0.1546666666666666,1.4296666666666666,8.6,0.6666666666666666,229.585760825402
1162,10.44,5.507318082,2.7364067480000003,10.245,23.320620108084,3.447656463,242.91000000000005,126.0,1.16,2521.333333333333,-5.502401580556667,0.0,1.0066666666666668,242.91000000000005,23.320620108084,0.0,0.3199999999999999,22.960828039434,0.65,0.0,6041.666666666666,0.1546666666666666,1.4863333333333333,10.0,0.6666666666666666,618.5857299381046
1163,14.47,6.140393047000001,3.0659471110000003,14.41,19.767162896478133,3.862851303,369.6233333333333,139.0,1.28,3223.666666666667,-5.624682926666668,0.0,1.4766666666666666,369.6233333333333,19.767162896478133,0.0,0.0999999999999999,12.2683989935009,0.61,0.0,7946.666666666666,0.0,1.481,8.6,1.0,618.5857299381046
1164,16.51,6.416364372,3.2135708380000003,16.5933333333,28.735070373174967,4.048845545,111.39,119.0,1.2,1419.6666666666663,-2.823035196666667,0.0,1.11,111.39,28.735070373174967,0.0,0.42,21.3931292225963,0.58,0.3333333333333333,2604.0,0.0,1.6366666666666667,15.4,1.0,564.5857342258015
1165,19.01,6.725130247,3.539684396,22.175,34.699827307300765,4.459722881,95.02666666666669,119.0,1.2,1266.6666666666663,-2.61982002111,0.0,1.0566666666666666,95.02666666666669,34.699827307300765,0.0,0.4400000000000001,21.2132215652936,0.58,0.3333333333333333,2748.333333333333,0.0,1.7533333333333332,15.4,1.0,564.5857342258015
1166,14.47,6.140393047000001,3.0659471110000003,14.41,21.643704933273263,3.862851303,424.72333333333336,139.0,1.28,3597.666666666667,-5.881593405,0.0,1.44,424.72333333333336,21.643704933273263,0.0,0.2,12.2683989935009,0.64,0.0,8614.666666666666,0.0,1.5316666666666667,5.7,1.0,1500.585659905723
1167,16.73,6.444738612999999,3.220442052,16.7,22.098555015353565,4.0575027310000005,380.42166666666674,136.0,1.34,3385.333333333333,-4.807484375,0.0,1.3833333333333333,380.42166666666674,22.098555015353565,0.0,0.0499999999999999,9.1355945439082,0.8,0.0,11040.333333333336,0.0,1.5673333333333337,5.7,1.0,1500.585659905723
1168,14.16,6.096226278,3.033694224,13.96,21.654621210439664,3.822215211,91.6,107.0,1.06,1116.1666666666667,-2.8367986225,0.0,1.3166666666666669,91.6,21.654621210439664,0.3333333333333333,0.59,13.008438081838698,0.17,0.3333333333333333,3166.0,0.5416666666666666,1.3873333333333333,30.2,0.6666666666666666,641.5857281118634
1169,14.61,6.160132677999999,3.108612885,15.02,17.671052794051036,3.91660681,431.55,111.0,1.11,3610.333333333334,-6.409551601666667,0.0,1.6,431.55,17.671052794051036,0.0,0.37,4.655914209878602,0.26,0.0,9309.0,0.2576666666666666,1.3826666666666665,2.6,0.6666666666666666,641.5857281118634
1170,14.61,6.160132677999999,3.108612885,15.02,19.547594830846165,3.91660681,486.65,111.0,1.11,3984.333333333334,-6.6664620800000005,0.0,1.5633333333333332,486.65,19.547594830846165,0.0,0.58,7.9054797624573,0.26,0.0,9977.0,0.2576666666666666,1.4333333333333331,2.6,0.6666666666666666,662.5857264444257
1171,15.07,6.224116959,3.108612885,15.02,21.864397345996768,3.91660681,463.77333333333326,136.0,1.3,3885.0,-6.178505108333334,0.0,1.4766666666666668,463.77333333333326,21.864397345996768,0.0,0.21,11.6063217553304,0.63,0.0,11637.0,0.0,1.5333333333333332,5.7,1.0,662.5857264444257
1172,27.09,7.567916457999999,3.88167309,29.2433333333,44.866344666912326,4.890601633999999,102.06,139.0,1.4,1719.666666666667,-2.43370866111,0.0,0.9633333333333334,102.06,44.866344666912326,0.0,0.6599999999999999,34.7778582309061,0.76,0.3333333333333333,3725.0,0.0,1.903333333333333,11.0,1.0,672.5857256504078
1173,7.33,4.894871769,2.630893787,9.105,6208.622412985601,3.314718462,181.61363333333333,66.0,0.73,1772.3666666666666,-4.0061001225,0.5,0.9166666666666669,137.06295000000003,9304.51610136155,0.5,0.8599999999999999,18575.60274197189,0.54,0.0,3298.2145,0.0,1.0835,18.9,0.5,672.5857256504078
1174,8.43,5.128407411,2.687689729,9.7075,6249.752002193438,3.386276865,46.3266,57.0,0.72,962.96,-1.895044318125,0.75,0.6033333333333333,19.4161,13969.662355402916,0.75,0.98,18571.41714388481,0.76,0.125,1073.272,1.4775,1.0725,11.0,0.25,572.5857335905872
1175,7.33,4.894871769,2.630893787,9.105,6211.821730102151,3.314718462,60.9703,66.0,0.73,864.0333333333333,-4.158230348,0.6,0.8066666666666666,37.94654,11163.97190465705,0.6,0.82,18570.65310840953,0.58,0.2,1253.2574000000004,0.0,1.026,15.4,0.4,572.5857335905872
1176,6.11,4.606669594,2.429779429,7.1725,37.11991792166796,3.061330249,199.03333333333333,84.0,0.82,1952.833333333333,-3.46188922986,0.0,1.35,127.21666666666668,48.544934157966814,0.3333333333333333,1.34,68.55009741779315,0.17,0.3333333333333333,1445.6666666666663,0.7956666666666666,1.765,4.7,0.5,328.5857529646245
1177,14.16,6.096226278,3.560590636,22.5702380952,27.148389988514943,4.486063093,119.3675,107.0,1.06,1449.25,-4.03365550125,0.0,1.41,119.3675,27.148389988514943,0.5,0.63,2.1314636562525,0.17,0.5,4566.5,0.8125,1.47,32.1,0.5,328.5857529646245
1178,10.33,5.487907316,2.74306794,10.32,38.3344236471414,3.456049039,155.6,107.0,1.06,1590.5,-3.708484416332,0.0,1.35,111.22,43.813051488228666,0.4,1.34,64.90658024137281,0.17,0.4,2853.2,0.65,1.7012,13.4,0.6000000000000001,977.585701432861
1179,6.11,4.606669594,2.429779429,7.1725,50.98930162994998,3.061330249,195.98,84.0,0.82,1923.5,-3.3404326031950005,0.0,1.3166666666666669,122.63666666666668,69.34900972038986,0.3333333333333333,1.57,110.15824854263929,0.17,0.3333333333333333,1957.1666666666663,0.7956666666666666,1.925,4.7,0.5,977.585701432861
1180,14.16,6.096226278,3.220442052,16.7,40.3363500387332,4.0575027310000005,137.91,107.0,1.06,1571.5,-2.7013202697900005,0.0,1.29,122.6575,49.21422869981939,0.25,1.34,58.9008010665974,0.17,0.25,5708.75,0.40625,1.8555,14.2,0.75,316.58575391744614
1181,18.82,6.702649876000001,3.583307493,23.005,41.90588189708803,4.514684539,145.84,120.0,1.16,1694.333333333333,-2.870582450276667,0.0,0.6733333333333333,94.51,42.66385327099953,0.5,1.01,53.186888300719296,0.5,0.0,3582.0,0.4633333333333334,1.7116666666666664,5.7,0.3333333333333333,316.58575391744614
1182,7.33,4.894871769,2.630893787,9.105,9334.02251558624,3.314718462,40.15545,66.0,0.73,561.05,-2.317290443886667,0.3333333333333333,0.325,52.40363333333334,6247.964298618519,0.3333333333333333,0.1100000000000001,18516.349301806324,1.4,0.0,571.1429999999998,0.0,1.81,82.0,0.6666666666666666,735.5857206480949
1183,6.11,4.606669594,2.429779429,7.1725,40.55422828247948,3.061330249,203.13333333333333,84.0,0.82,2040.333333333333,-3.1449135765283334,0.0,1.2633333333333334,130.03333333333333,54.77809237909465,0.0,1.38,85.34318457969096,0.23,0.3333333333333333,3085.0,0.254,1.8666666666666667,4.7,0.8333333333333333,735.5857206480949
1184,6.11,4.606669594,2.429779429,7.1725,42.71761364230055,3.061330249,196.46666666666667,84.0,0.82,1929.1666666666663,-3.3947868856950003,0.0,1.3333333333333333,123.36666666666667,56.94147773891571,0.3333333333333333,1.4400000000000002,85.34318457969096,0.17,0.3333333333333333,1783.6666666666663,0.7956666666666666,1.83,4.7,0.5,144.5857675745544
1185,6.6,4.726663002,2.242692341,5.64,4660.656497910199,2.825615289,328.502725,66.0,0.73,2571.275,-5.9993604425,0.25,1.1075,328.502725,4660.656497910199,0.5,1.24,18583.37207677411,0.16,0.0,1986.60725,1.124,1.169,1.0,0.5,144.5857675745544
1186,16.73,6.444738612999999,3.220442052,16.7,45.5989400290946,4.0575027310000005,139.98333333333335,120.0,1.16,1682.6666666666663,-2.5479398483333333,0.0,0.7233333333333333,139.98333333333335,45.5989400290946,0.3333333333333333,1.11,75.69388822849521,0.5,0.0,8550.333333333334,0.2663333333333333,1.7739999999999998,14.2,0.6666666666666666,278.5857569347142
1187,7.33,4.894871769,2.630893787,9.105,6211.427375119294,3.314718462,186.2803,66.0,0.73,1876.033333333333,-4.6411226150000005,0.5,0.8766666666666667,140.56295,9306.61982296182,0.5,0.6499999999999999,18575.12151853951,0.75,0.0,3369.4645,0.0,1.1275,10.0,0.5,278.5857569347142
1188,14.16,6.096226278,3.560590636,22.5702380952,44.20724412452971,4.486063093,83.53666666666669,107.0,1.06,1284.1666666666667,-2.86142422861,0.0,1.0933333333333333,83.53666666666669,44.20724412452971,0.3333333333333333,1.25,36.755159858054,0.17,0.3333333333333333,2100.333333333333,0.5416666666666666,1.7999999999999998,20.6,0.6666666666666666,2148.5856084533616
1189,13.94,6.064489551,3.010334727,13.64,20.446027802709352,3.79278409,252.695,105.0,1.02,2342.86,-5.35978823925,0.0,0.88,204.156,21.79013140110172,0.6,0.3800000000000001,13.4410359839237,0.29,0.0,6156.0,1.3212,1.3,8.2,0.4,2148.5856084533616
1190,8.43,5.128407411,2.687689729,9.7075,9313.110154699116,3.386276865,31.2849,57.0,0.72,357.305,-1.215409159138,0.6666666666666666,0.62,21.94653333333333,12409.276292242275,0.6666666666666666,0.31,18576.996825258968,1.02,0.0,4512.464,1.3133333333333332,1.0133333333333332,49.0,0.3333333333333333,747.6702578770523
1191,7.33,4.894871769,2.630893787,9.105,6232.996376614301,3.314718462,191.53696666666667,66.0,0.73,1863.033333333333,-5.057608973333333,0.6666666666666666,0.8033333333333333,97.47393333333332,12412.59677155185,0.6666666666666666,1.05,18578.046154980875,0.56,0.0,2172.9526666666666,0.0,1.1263333333333332,8.0,0.3333333333333333,747.6702578770523
1192,14.16,6.096226278,3.033694224,13.96,45.353585798806456,3.822215211,65.63333333333333,107.0,1.06,898.1666666666665,-2.7656077265625,0.0,1.19,70.95,29.763256529263657,0.375,1.4400000000000002,77.43526811017321,0.17,0.375,4445.125,0.609375,1.456,30.2,0.625,816.5857142165497
1193,7.33,4.894871769,2.630893787,9.105,6212.375618022065,3.314718462,332.92696666666666,66.0,0.73,2686.366666666667,-5.599584416666668,0.6666666666666666,0.94,168.16893333333334,12402.286392255735,0.6666666666666666,0.8699999999999999,18569.92845529496,0.53,0.0,3106.452666666666,0.0638333333333333,0.9756666666666668,5.7,0.1666666666666666,816.5857142165497
1194,16.51,6.416364372,3.2135708380000003,16.5933333333,32.0359417020569,4.048845545,80.9125,120.0,1.14,973.5,-1.72645612375,0.0,0.49,80.9125,32.0359417020569,0.5,1.2,20.9837672443632,0.76,0.0,1827.5,0.7285,1.345,46.0,0.5,345.58575161479416
1195,6.6,4.726663002,2.242692341,5.64,33.344472635034606,2.825615289,434.11666666666673,76.0,0.77,3143.333333333333,-5.328603283332001,0.0,1.4,418.85,36.94127446069469,0.4,1.35,67.02277496778618,0.16,0.0,5464.4,1.7984000000000002,1.58,1.0,0.6000000000000001,345.58575161479416
1196,19.01,6.725130247,3.539684396,22.175,38.82847513197903,4.459722881,89.10333333333332,119.0,1.2,1232.6666666666663,-2.531314699443333,0.0,1.0333333333333332,89.10333333333334,38.82847513197903,0.0,0.68,33.599165039328405,0.58,0.3333333333333333,3108.333333333333,0.0,1.8133333333333328,15.4,1.0,904.585707229192
1197,14.16,6.096226278,3.1964805060000003,16.33,40.3792114832033,4.027313073999999,113.31000000000002,107.0,1.06,1340.1666666666663,-2.59024550729,0.0,1.22,104.2075,49.24637478317195,0.25,1.34,58.7722167331871,0.17,0.25,3506.25,0.40625,1.856,18.9,0.75,904.585707229192
1198,16.2,6.375951415,3.1964805060000003,16.33,41.48549992796363,4.027313073999999,257.88250000000005,138.0,1.34,2383.25,-3.8511559066683336,0.0,0.8525,188.7983333333333,38.97589619282482,0.0,0.7800000000000001,75.56530389508491,0.83,0.0,7342.0,0.2319999999999999,1.7146666666666668,5.9,0.5,607.5857308115244
1199,2.89,3.5892684530000003,2.365120549,6.615,4678.911640362312,2.979865165,181.929525,31.0,0.32,1811.2825,-3.160599803125,0.0,1.255,181.929525,4678.911640362312,0.25,1.01,18598.44142732422,0.53,0.0,3464.272475,2.059,1.3125,22.5,0.5,607.5857308115244
1200,2.89,3.5892684530000003,2.365120549,6.615,4679.988092582239,2.979865165,170.947025,31.0,0.32,1756.7825,-2.996851689375,0.0,1.2225,170.947025,4679.988092582239,0.25,0.92,18598.44142732422,0.62,0.0,3961.022475,1.96325,1.375,22.0,0.75,1154.5856873787438
1201,2.89,3.5892684530000003,2.365120549,6.615,4678.250490695876,2.979865165,188.104525,31.0,0.32,1831.2825,-3.362819418125,0.0,1.2875,188.104525,4678.250490695876,0.25,1.28,18598.44142732422,0.26,0.0,2716.022475,2.1565,1.2999999999999998,2.6,0.5,1154.5856873787438
1202,18.82,6.702649876000001,3.583307493,23.005,47.50357761772063,4.514684539,143.27333333333334,120.0,1.16,1670.6666666666663,-2.8258475541666668,0.0,0.6566666666666667,91.94333333333331,48.26154899163214,0.5,1.11,69.9799754626171,0.5,0.0,3807.333333333333,0.4633333333333334,1.755,5.7,0.3333333333333333,599.5857314467387
1203,2.89,3.5892684530000003,2.365120549,6.615,4678.157618120918,2.979865165,190.614525,31.0,0.32,1890.0325,-3.3438917575,0.0,1.275,190.614525,4678.157618120918,0.25,1.01,18601.4575162898,0.53,0.0,2663.272475,2.059,1.3175,22.5,0.5,599.5857314467387
1204,8.43,5.128407411,2.687689729,9.7075,9328.465849052553,3.386276865,70.0849,57.0,0.72,869.94,-1.692978505,0.6666666666666666,0.42,47.8132,12419.513421811236,0.6666666666666666,0.07,18546.28543655209,1.26,0.0,877.7973333333333,1.3133333333333332,1.1966666666666668,22.5,0.3333333333333333,619.5857298587027
1205,6.6,4.726663002,2.242692341,5.64,6205.4093133131655,2.825615289,277.90363333333335,66.0,0.73,1856.7,-4.944017857,0.6,1.03,168.10654,11160.12445458366,0.8,1.24,18583.37207677411,0.16,0.0,1880.8574,0.8992000000000001,0.8864000000000001,1.0,0.2,619.5857298587027
1206,8.43,5.128407411,2.687689729,9.7075,6241.480314205789,3.386276865,46.81326666666666,57.0,0.72,968.6266666666668,-1.90863288875,0.75,0.62,19.5986,13966.560472407546,0.75,0.8500000000000001,18571.41714388481,0.76,0.125,1029.897,1.4775,1.04875,11.0,0.25,679.5857250945952
1207,6.11,4.606669594,2.429779429,7.1725,15.445504607670747,3.061330249,278.20666666666665,84.0,0.82,2810.333333333333,-4.3249841985425,0.0,1.0733333333333333,215.235,18.386329612209963,0.5,0.5,19.91103736054286,0.23,0.0,5254.5,0.7805,1.2645,4.7,0.25,679.5857250945952
1208,8.43,5.128407411,2.687689729,9.7075,4678.898728652265,3.386276865,129.51745,57.0,0.72,1380.97,-1.7998755201660002,0.6,0.755,61.13188,11179.948561593514,0.6,0.97,18585.01414281109,0.54,0.0,495.7176,1.182,1.2000000000000002,23.1,0.4,429.5857449450435
1209,6.11,4.606669594,2.429779429,7.1725,4670.264659986723,3.061330249,235.552725,66.0,0.73,2324.525,-4.672275678611666,0.5833333333333334,0.9875,146.77302500000005,10854.84448588884,0.5833333333333334,1.19,18584.89939922412,0.23,0.0,1153.3335833333333,0.254,1.0125,4.7,0.25,429.5857449450435
1210,19.01,6.725130247,3.539684396,22.175,52.43403496154178,4.459722881,85.42333333333333,119.0,1.2,1201.6666666666663,-2.5208512350000003,0.0,0.9833333333333332,85.42333333333333,52.43403496154178,0.0,1.0300000000000002,70.9169861077977,0.58,0.3333333333333333,2936.333333333333,0.0,1.9466666666666663,15.4,1.0,1470.585662287777
1211,27.09,7.567916457999999,3.981581991,31.56,55.25652086374546,5.016478962,97.28,139.0,1.4,1526.0,-2.343008976666667,0.0,0.9233333333333332,97.28,55.25652086374546,0.0,0.8500000000000001,62.44952840118661,0.76,0.3333333333333333,3259.666666666667,0.0,2.0133333333333336,11.0,1.0,1470.585662287777
1212,27.09,7.567916457999999,3.981581991,31.56,80.09613036556293,5.016478962,68.30333333333333,139.0,1.4,1255.0,-1.7246647125,0.0,0.8033333333333332,68.5275,83.23233573541613,0.0,0.98,87.2645923641349,0.76,0.25,2910.0,0.0,2.305,11.0,1.0,266.8364515022847
